0,1,2,3,4,5,6
0.134,0.08409,0.04883,1408.24599,1642.48663,9.05088,-2.83011
0.134,0.08566,0.05078,1514.09084,1826.91937,16.1864,-5.0489
0.16998,0.0932,0.06641,1678.07213,1956.19573,16.04748,-6.14372
0.1788,0.09807,0.07812,1872.51867,1891.44606,8.2314,-7.33106
0.26947,0.11976,0.08789,1861.99648,1877.75038,8.8363,-5.33126
0.35849,0.15786,0.0918,1834.42284,1995.60475,13.86598,-8.17457
0.35849,0.16448,0.05762,1515.69374,1930.48221,41.24793,-9.64216
0.33179,0.13212,0.04785,1505.0804,1831.9995,30.10065,-10.92852
0.28149,0.11279,0.07031,1595.29012,1837.48452,15.26974,-10.14336
0.28149,0.1184,0.08301,1625.26433,1843.73471,20.46184,-8.38162
0.24472,0.11238,0.08105,1704.64098,1821.87612,15.63779,-7.8867
0.23508,0.10575,0.08008,1682.49769,1860.99669,11.39551,-7.93498
0.23508,0.10078,0.0752,1714.92293,1819.77835,16.65144,-9.85045
0.34506,0.12306,0.07227,1539.82854,1647.83383,16.00229,-9.48594
0.39978,0.15228,0.07227,1605.37181,1646.09978,9.79142,-8.94531
0.39978,0.14477,0.08008,1656.45112,1722.22777,9.26158,-7.90231
0.3038,0.13482,0.08105,1550.38894,1743.16062,12.58726,-6.12017
0.3038,0.13131,0.06641,1461.97411,1709.38372,11.04748,-5.38881
0.33762,0.12173,0.06836,1291.35441,1472.33672,13.48431,-6.07808
0.33762,0.11094,0.08594,1518.91672,1533.17062,9.54807,-5.94203
0.32928,0.10876,0.09668,1385.27668,1444.72087,14.49957,-8.80755
0.32928,0.11093,0.07422,1251.15263,1488.67873,15.63514,-9.09701
0.19113,0.09144,0.06152,1260.38143,1550.86031,16.90045,-8.27862
0.19113,0.07164,0.07227,1297.71149,1592.23564,15.01572,-6.46144
0.10748,0.05148,0.06738,1223.77385,1509.02224,10.69956,-6.1079
0.099,0.03776,0.07129,1158.28669,1563.05852,10.35404,-1.46599
0.08105,0.0364,0.08398,1291.17595,1661.46174,4.97553,-1.95469
0.08105,0.03185,0.08008,1187.33816,1541.81965,6.78307,-3.67379
0.05383,0.02312,0.07422,1172.64325,1475.34816,11.59516,-4.18349
0.06015,0.02881,0.0752,1450.15074,1775.82049,27.5364,-4.40438
0.06015,0.0318,0.0625,1386.94501,1775.87998,40.51701,-2.09782
0.06268,0.03148,0.05078,1358.55791,1801.2635,43.10482,1.84603
0.06268,0.03421,0.0498,1408.40472,1834.00573,35.17502,-0.37577
0.08774,0.03812,0.0498,1520.87799,1938.57297,45.71313,-4.41501
0.12833,0.05952,0.05078,1381.56241,1761.59615,42.82844,-5.72622
0.13684,0.07848,0.03711,1133.20073,1419.03136,38.59599,-7.44051
0.13684,0.07651,0.02344,884.42858,1269.26709,146.38542,-7.21773
0.14157,0.07197,0.02441,905.44215,1317.95325,131.4959,-5.6206
0.14157,0.06744,0.02344,992.96722,1368.94953,99.01958,-5.22037
0.11023,0.05933,0.02148,926.47948,1354.14939,103.54803,-4.34683
0.10223,0.05749,0.02441,937.22806,1382.6069,97.5894,-3.21144
0.10217,0.05549,0.02637,817.899,1359.50479,228.12488,-1.92803
0.43643,0.08512,0.02539,1076.13356,1590.70863,72.1499,-3.01497
0.47708,0.19582,0.03613,1284.17414,1831.9906,64.53825,-7.88177
0.47708,0.19638,0.04297,1574.30994,1887.55397,38.13794,-9.82042
0.2962,0.1209,0.06348,1085.49394,1360.77526,45.05462,-7.40515
0.32425,0.13131,0.07812,1400.59457,1513.74393,16.0449,-5.03175
0.33582,0.1226,0.07227,1373.83507,1493.31816,20.40998,-4.34073
0.33582,0.11799,0.07812,1521.70684,1531.30417,12.57596,-4.38245
0.28955,0.12442,0.07129,1473.4134,1593.23167,20.68476,-5.5461
0.33243,0.11879,0.06152,1474.11276,1571.06782,18.91948,-5.13754
0.33243,0.11212,0.07617,1474.92994,1656.15731,16.04657,-4.74168
0.25137,0.09706,0.08203,1572.10567,1756.37761,14.5931,-6.92701
0.17935,0.07102,0.08496,1758.13741,1903.89135,10.88428,-5.26684
0.15356,0.05481,0.07617,1600.60081,1903.28785,16.74935,-4.64032
0.12909,0.04359,0.05859,1289.70368,1693.8539,17.93688,-2.06686
0.10312,0.04371,0.05566,952.10511,1305.43905,16.4121,2.13279
0.1413,0.05327,0.03906,743.92501,1082.59607,52.63017,-2.70664
0.15366,0.06733,0.03125,1038.75228,1573.10691,134.2468,-1.93005
0.24149,0.08094,0.0625,1771.84995,2001.11522,16.43611,2.56719
0.24149,0.09004,0.08398,2014.69284,2087.78501,7.37955,1.0158
0.20251,0.08477,0.08301,2029.90639,2083.59124,5.38054,-1.76834
0.1705,0.07709,0.10352,2179.43076,2183.57947,3.07536,-1.78757
0.19382,0.07689,0.12988,2300.81855,2188.38484,2.77428,-1.66678
0.19382,0.07342,0.11816,2252.48765,2180.45287,4.14514,-5.6123
0.18054,0.06502,0.08203,2105.79241,2092.18876,5.92837,-6.05509
0.10974,0.06598,0.05859,1521.73831,1896.72498,15.02842,-2.03512
0.13577,0.08067,0.05762,1527.44519,1749.21972,9.90009,-3.5943
0.13577,0.08699,0.06445,1986.73686,1927.86233,3.2939,-3.25614
0.12064,0.08182,0.07422,2038.48574,1978.91427,3.61608,-2.88062
0.12686,0.07126,0.06934,2128.07529,1998.22243,3.41314,-3.25272
0.43579,0.14128,0.05859,1995.18259,2002.34234,4.63972,-3.94083
0.56973,0.20235,0.07227,2193.52409,2216.43043,5.64215,-9.16943
0.56973,0.18278,0.0752,1554.52386,1793.13112,12.55717,-10.13282
0.28442,0.16135,0.06641,1619.34159,1775.39622,9.12762,-7.27402
0.33374,0.15794,0.05664,1459.75604,1779.79894,19.30981,-9.77989
0.33374,0.12708,0.04785,1679.81888,1895.2009,12.35307,-9.72028
0.30978,0.10453,0.06836,1606.19468,1853.23813,14.00696,-8.58317
0.31863,0.09733,0.08203,1755.86291,1846.39673,6.15392,-9.41185
0.31863,0.08999,0.07129,1555.80994,1828.26406,9.4519,-5.9656
0.16776,0.06887,0.05371,1295.87662,1633.92245,17.63893,-7.83871
0.13,0.05725,0.03906,1084.08035,1421.65205,22.10277,-6.24967
0.1116,0.04788,0.05176,982.24688,1244.37159,13.13426,-3.38668
0.09879,0.04062,0.05664,997.91383,1190.18806,12.11988,-2.21131
0.17792,0.05356,0.05957,889.16893,1096.68341,17.55066,-4.15754
0.17792,0.06753,0.06543,1541.27257,1597.33586,6.40454,-4.21393
0.15179,0.06669,0.05273,1547.25224,1948.88187,21.50665,-2.41798
0.14236,0.06742,0.04395,1549.81281,1924.79195,37.12491,-1.80048
0.14236,0.06971,0.04688,1354.87542,1800.45988,53.56875,-1.75188
0.13028,0.06278,0.05469,1250.89927,1673.08407,56.15042,-4.13905
0.12961,0.05991,0.05664,1314.74969,1721.8656,47.91499,-4.44409
0.13571,0.06586,0.05078,1350.71438,1651.47478,31.76544,-4.5146
0.1647,0.07614,0.04883,1243.31713,1568.61804,47.5784,-4.92609
0.1647,0.07934,0.05371,1198.32824,1493.76778,48.10672,-2.44715
0.13757,0.06726,0.06055,1236.7986,1624.97359,66.91678,-2.84442
0.10123,0.0556,0.05566,1234.2313,1709.7927,40.41736,-3.20201
0.12476,0.05454,0.05273,1020.37886,1504.90713,58.39657,-3.07936
0.12476,0.05935,0.04492,934.6742,1305.42584,66.88927,-1.36501
0.0994,0.05013,0.03223,737.09242,1174.30827,145.48148,-5.16581
0.21033,0.04215,0.0332,822.90213,1253.52663,99.03709,-4.05168
0.53314,0.14145,0.03125,914.04147,1441.28039,59.52538,-3.38975
0.53314,0.18154,0.05566,2128.14536,2100.24627,5.45763,-4.37794
0.45709,0.18567,0.06934,1359.56688,1499.44398,8.29284,-4.48832
0.40479,0.17407,0.04395,1031.70059,1241.39065,32.53423,-7.68067
0.30722,0.14003,0.04102,1070.92546,1347.96716,24.55708,-7.74781
0.27811,0.12165,0.04102,991.30658,1260.22532,35.42767,-6.39088
0.17505,0.08298,0.03223,807.17854,1131.99808,88.86967,-7.80547
0.13107,0.05937,0.03027,1004.53958,1275.96346,42.34789,-6.62614
0.13107,0.05177,0.0293,728.00812,1208.35796,186.13797,-5.08419
0.09677,0.04578,0.02734,628.63286,1122.54505,469.09467,-2.41366
0.09677,0.03906,0.02148,638.95289,1137.49426,502.45239,-1.35761
0.05289,0.02354,0.02148,605.37551,1157.13912,475.29623,-2.02896
0.04718,0.0196,0.02539,802.65887,1365.04024,120.33508,-0.10511
0.04547,0.01928,0.02539,853.87462,1406.62858,118.77808,-0.52682
0.04547,0.01568,0.02441,789.74141,1409.82691,277.83109,-2.20984
0.02811,0.01114,0.02344,802.68787,1438.04095,228.9144,-1.59649
0.02649,0.00945,0.02344,995.88141,1667.3125,76.24432,-2.57333
0.1351,0.03629,0.03125,1007.03738,1694.79004,112.88219,-2.28522
0.16135,0.05746,0.03809,1484.31751,1742.01434,8.47398,-3.10792
0.47342,0.0827,0.05078,1239.26603,1499.61414,12.72041,-3.76665
0.53976,0.20349,0.06055,990.99774,1292.90274,19.42204,-11.90931
0.53976,0.22631,0.03906,1229.2896,1589.80322,26.76978,-10.88838
0.38229,0.15341,0.02832,753.95131,973.77622,53.16535,-7.61287
0.34235,0.13828,0.04297,710.45333,907.89082,40.23776,-7.64063
0.3223,0.13928,0.04199,635.13626,857.07611,65.02004,-6.67952
0.3223,0.13358,0.03223,567.79862,773.968,112.63335,-4.26047
0.36581,0.14767,0.0293,606.67305,833.64605,197.12595,-8.18505
0.36581,0.15396,0.0293,856.22374,1089.40852,57.47681,-12.14864
0.32993,0.11747,0.02539,602.95468,909.58468,408.27933,-10.77436
0.60776,0.21714,0.03418,537.4281,974.50867,1569.39734,-7.11842
0.60776,0.33907,0.03418,1604.72827,1899.95928,27.77224,-5.20723
0.59073,0.32375,0.02051,660.63138,1018.01685,519.29407,-7.50942
0.48624,0.23677,0.01855,637.694,982.10366,402.86514,-8.54375
0.4057,0.21313,0.01855,632.50424,942.87892,338.49869,-7.73832
0.36292,0.19598,0.02246,728.10197,1017.93814,196.26091,-8.14937
0.39993,0.19088,0.02148,672.8654,953.93651,222.81308,-3.61807
0.39993,0.17089,0.01953,792.56238,1062.42226,170.73004,-5.16479
0.28342,0.12486,0.01953,676.37421,967.64663,400.43271,-7.16382
0.28342,0.14229,0.02344,814.13963,1162.3732,177.53339,-7.88286
0.26495,0.12167,0.02344,708.25257,1094.29257,274.32919,-6.9494
0.15396,0.06858,0.02441,1013.63968,1310.54708,70.83192,-6.54587
0.16397,0.07451,0.02734,892.79314,1181.98258,54.12971,-6.85431
0.16397,0.07726,0.02246,806.72126,1119.36555,53.33958,-5.55536
0.15308,0.06485,0.02148,712.3361,1044.21078,122.06426,-6.23321
0.13864,0.06619,0.02734,829.69286,1124.29375,57.89485,-6.58433
0.19055,0.08884,0.02637,1001.80284,1191.60346,45.10994,-9.27615
0.34149,0.15035,0.0293,850.8492,1198.6266,115.07704,-7.96327
0.40033,0.21253,0.03516,1068.25724,1376.92805,22.83066,-8.75434
0.40033,0.1941,0.02637,868.74128,1169.02518,63.56127,-7.54044
0.29141,0.14461,0.02051,772.20281,1062.41299,63.03283,-6.37683
0.29141,0.14392,0.02246,787.4903,1046.61246,41.17781,-4.6889
0.28299,0.1315,0.02637,707.06428,972.45221,48.33227,-5.38619
0.25632,0.11194,0.0293,689.53515,940.94845,49.41892,-7.25732
0.22638,0.10201,0.03223,698.00573,919.69479,47.6777,-8.09504
0.24707,0.10601,0.03223,703.52647,912.56102,42.38925,-5.05622
0.30707,0.12788,0.03516,952.3931,1079.53595,20.74506,-10.53076
0.30707,0.13247,0.03027,589.78665,886.53114,272.29834,-11.40166
0.23737,0.11164,0.02051,682.40134,1050.86173,297.21899,-7.57555
0.36386,0.15605,0.04785,1753.2217,2065.75182,30.39794,-11.97581
0.36386,0.15457,0.04688,956.31257,1361.03502,78.41235,-10.14281
0.19391,0.09291,0.03418,711.89293,1113.47485,173.07947,-8.22983
0.19537,0.10442,0.03711,829.05697,1208.40061,83.84704,-6.73018
0.20428,0.10292,0.02441,730.55755,1086.94467,95.21167,-6.65316
0.20428,0.08672,0.02441,642.91491,975.341,193.57124,-6.57751
0.23343,0.09543,0.02539,697.39832,1014.45252,127.45155,-6.9192
0.35309,0.12602,0.02246,573.93608,980.47078,577.51782,-3.79752
0.39148,0.16988,0.03027,941.04388,1214.95322,38.00827,-4.74427
0.39148,0.17323,0.03516,893.88722,1236.91669,30.36897,-8.37948
0.30014,0.13127,0.03027,989.20452,1181.35197,24.01877,-9.56277
0.24667,0.11192,0.03418,971.933,1183.33056,16.75654,-6.42494
0.25961,0.11758,0.03809,949.045,1131.87803,15.40582,-7.01943
0.25961,0.08857,0.03125,846.11503,1060.50243,21.42766,-8.06326
0.13599,0.04291,0.03027,992.55284,1151.33159,18.72041,-9.39623
0.44321,0.12153,0.03223,1105.09913,1232.43726,22.22224,-6.76274
0.44553,0.19724,0.04199,1309.80249,1478.44896,8.43096,-8.01677
0.51242,0.22574,0.03711,949.42282,1310.34095,43.82558,-7.67139
0.51242,0.18995,0.02051,795.78571,1126.9946,69.81617,-6.80712
0.39688,0.13801,0.02832,800.88777,1089.93008,41.9974,-5.11169
0.39688,0.14089,0.03809,768.81896,1029.31349,36.3872,-6.3131
0.34412,0.13705,0.03711,755.83404,980.97684,40.85304,-6.02779
0.29831,0.11651,0.03223,698.911,919.83462,49.97946,-6.15971
0.26297,0.11204,0.0293,691.93399,918.54812,44.34719,-7.32561
0.26297,0.11687,0.0332,903.87056,1044.40285,23.62003,-12.10405
0.26215,0.11189,0.0293,562.48382,812.36688,364.52628,-12.70313
0.35159,0.14123,0.04199,783.43366,1046.20818,45.97267,-11.50496
0.35159,0.14441,0.0625,1290.3821,1554.01248,7.18384,-8.70886
0.24963,0.10699,0.06934,1533.50351,1703.67214,6.7045,-8.87181
0.21725,0.09928,0.07031,1033.27886,1208.72801,6.92025,-6.54879
0.25595,0.1009,0.05664,1073.96313,1236.46066,7.65337,-6.72769
0.25595,0.10222,0.04297,944.16264,1122.11083,12.79513,-3.88883
0.24432,0.07792,0.03613,921.6847,1113.96146,16.311,-7.80164
0.09674,0.04346,0.03809,939.70714,1181.11304,26.27866,-9.28598
0.30594,0.09799,0.03906,744.29226,1147.61435,193.88651,-7.24732
0.30594,0.12881,0.03223,1148.23531,1352.10121,23.68525,-11.26729
0.2699,0.11614,0.0293,845.80478,1177.40536,81.56983,-9.01698
0.2699,0.0895,0.02637,773.20701,1047.73146,84.84199,-7.9947
0.14978,0.06661,0.02441,868.05679,1112.12863,47.79165,-8.12611
0.11798,0.06502,0.02441,908.28052,1090.77159,33.8868,-9.84812
0.12494,0.06301,0.02051,852.96475,1084.60302,48.33667,-9.47904
0.1427,0.06942,0.0293,1099.81614,1184.51729,20.80375,-9.01472
0.28281,0.07035,0.03027,769.08134,1100.2879,179.25691,-10.54643
0.48953,0.1829,0.02832,738.63971,1074.62663,197.56647,-9.77097
0.48953,0.22271,0.03125,1055.55653,1294.52584,37.4557,-9.05097
0.37753,0.15478,0.02832,834.18368,1097.22833,76.18174,-8.09165
0.27328,0.11075,0.03223,875.04521,1061.01703,30.22991,-5.3952
0.27328,0.11269,0.03418,922.09601,1042.69772,14.73254,-6.56121
0.23309,0.10329,0.04102,843.42495,986.12584,19.88646,-6.36942
0.1925,0.08496,0.05859,836.90353,973.22526,18.88656,-5.84775
0.18881,0.08031,0.06543,853.24341,965.72819,16.5704,-7.95463
0.18881,0.07628,0.06055,850.57501,949.26733,15.44979,-8.93919
0.18097,0.06827,0.05273,841.72522,941.12581,15.48023,-7.48707
0.1951,0.07193,0.05078,885.65994,984.39155,12.80889,-4.77736
0.37482,0.13284,0.05273,812.21517,906.33044,17.45259,-5.03747
0.37482,0.15437,0.06738,1848.98917,1933.29963,7.59781,-10.12306
0.27658,0.12484,0.06836,1341.77711,1476.18051,16.91497,-6.048
0.31729,0.11798,0.06055,976.60881,1149.74479,28.6367,-2.81625
0.31729,0.13421,0.04785,895.08068,1167.84127,42.53182,-4.67895
0.30792,0.14425,0.03125,810.73732,1048.02043,57.36533,-4.67577
0.29529,0.14391,0.02637,715.30562,971.09817,128.50911,-5.89003
0.27567,0.12735,0.02246,672.52517,943.42626,156.39764,-4.81733
0.23276,0.10693,0.02734,633.69718,911.32191,221.87718,-4.96555
0.23276,0.09703,0.02734,572.16372,907.69062,944.92975,-4.10021
0.18512,0.07679,0.02246,497.3985,843.40169,2374.04761,-1.98423
0.12711,0.06518,0.02051,509.2527,961.6943,1849.04785,-0.36233
0.12665,0.05907,0.02148,502.81398,935.24733,2728.04639,-2.39032
0.09796,0.0479,0.02051,607.48905,1018.29736,636.14978,-1.9009
0.07806,0.03465,0.02051,569.9632,1060.48062,3050.31104,-2.46782
0.05209,0.02177,0.02344,613.30719,1176.45857,1491.91699,-1.67881
0.05045,0.01614,0.0498,1131.49755,1361.22535,12.00175,-1.07842
0.52069,0.11505,0.07715,1205.76548,1492.32613,3.35881,-6.24276
0.68658,0.31691,0.0752,1372.86141,1235.93329,3.19579,-11.88142
0.68658,0.34073,0.04688,875.12576,1096.31479,68.45922,-10.45489
0.4845,0.22155,0.03027,840.24396,1042.23708,67.55174,-10.60844
0.3869,0.19203,0.03613,897.74858,1000.45878,21.59594,-8.33959
0.37253,0.18045,0.03809,809.54591,906.13469,20.39505,-7.83409
0.34842,0.16985,0.04395,756.6325,866.03471,26.00657,-8.36185
0.29672,0.15067,0.04785,778.83837,868.48086,22.90102,-8.77336
0.27933,0.13098,0.05273,776.99385,866.37727,24.81872,-8.23111
0.26593,0.1202,0.05469,824.00687,883.03206,21.12245,-8.77364
0.26593,0.11596,0.05566,811.03045,881.59814,26.76712,-10.04736
0.77356,0.2404,0.06836,964.0174,1276.99961,30.44774,-7.24835
0.77356,0.29175,0.08203,1624.83837,1614.29079,4.44814,-7.01498
0.68146,0.22297,0.0791,1194.71634,1329.1894,12.87169,-5.6058
0.5047,0.17964,0.0752,1170.09369,1158.92725,6.40623,-8.23722
0.45416,0.17814,0.0752,1092.82439,1098.34663,7.90358,-6.34393
0.45874,0.17932,0.06934,1037.54043,1041.44092,13.13289,-8.52341
0.45874,0.16626,0.07129,1014.79543,1012.53266,11.99781,-8.61809
0.37781,0.15502,0.07715,1019.60097,999.6802,9.39835,-8.4237
0.37781,0.16113,0.07324,1009.20599,992.58516,8.47114,-10.25044
0.4617,0.15432,0.07324,1106.50527,1124.74806,8.65125,-8.35926
0.4617,0.1694,0.08008,1130.82859,1121.57297,5.70824,-8.13134
0.42184,0.17959,0.06543,1007.35558,1076.6877,10.80195,-10.2061
0.41666,0.17231,0.04199,900.99951,1005.47375,18.29004,-12.05791
0.41666,0.18869,0.0459,907.27555,979.77026,16.35567,-12.36566
0.40665,0.18616,0.0498,867.07141,933.24872,19.1306,-12.7014
0.39676,0.14683,0.04688,842.31741,944.34335,29.4396,-12.09235
0.24951,0.11854,0.04785,1002.7763,1083.55552,21.95389,-10.14606
0.54865,0.20819,0.04883,801.1235,957.65611,33.69131,-10.5977
0.54865,0.28389,0.04004,946.47454,1081.54492,38.22394,-9.36698
0.53983,0.251,0.02344,777.66998,976.08267,127.62921,-11.15427
0.36411,0.1912,0.02344,777.7565,943.10703,78.34502,-12.65593
0.42383,0.19498,0.02832,820.52065,899.01173,37.94838,-13.26747
0.42383,0.19969,0.02441,732.90652,823.10349,71.98343,-13.04359
0.40176,0.18725,0.02246,679.31014,777.29412,112.22655,-13.33418
0.39304,0.17272,0.02832,677.69317,764.77893,102.753,-12.4993
0.34402,0.16896,0.03516,695.20175,775.1105,79.34352,-13.36068
0.33469,0.15755,0.03223,680.20039,811.25862,92.81494,-14.03257
0.33469,0.13428,0.03418,669.53196,846.35392,113.81837,-13.35248
0.28891,0.11636,0.04492,707.92889,901.87504,109.79935,-12.14189
0.60205,0.19991,0.05859,1106.47029,1406.7921,25.6768,-10.40365
0.60205,0.23337,0.05469,1448.9806,1604.32368,10.99089,-7.91779
0.59372,0.17711,0.05078,1040.9065,1229.29624,16.58833,-9.51818
0.45282,0.15272,0.07324,1113.63995,1198.44726,7.33413,-6.40121
0.41153,0.17323,0.0752,1148.48693,1169.78241,5.66255,-8.06769
0.35175,0.15905,0.04688,885.06202,1067.16913,26.77901,-10.2753
0.22366,0.09766,0.02637,619.75765,972.95431,328.68521,-9.48123
0.1218,0.06364,0.0293,710.60923,1101.04351,150.08792,-7.35439
0.11893,0.06509,0.03027,864.84786,1319.98887,55.01399,-3.68297
0.1102,0.06242,0.02637,657.06398,1133.92753,371.56781,-5.13444
0.1102,0.05252,0.02344,594.99641,1019.94899,472.77914,-4.32498
0.08844,0.03307,0.02051,555.89063,948.73525,506.50705,-3.16061
0.05905,0.022,0.02051,677.88988,1112.17085,179.93909,-2.85878
0.05905,0.02285,0.03906,834.32502,1537.8175,202.34302,-4.77474
0.10825,0.03773,0.06152,1637.0728,2329.62155,50.92979,-2.6103
0.26556,0.08499,0.06934,2251.93125,2262.24379,8.83815,-6.1976
0.56311,0.16492,0.07324,2319.78453,2246.86319,8.0613,-9.64054
0.77673,0.26119,0.11133,2377.19927,2051.83823,3.86891,-9.38417
0.85495,0.33023,0.13574,2310.50313,1755.84664,1.73797,-5.26807
0.85495,0.32935,0.16309,2539.52523,1659.9124,0.48417,-0.7092
0.72147,0.26265,0.20605,2796.5072,1739.45663,0.27179,-1.04951
0.70779,0.21882,0.18359,2728.42702,1754.77569,0.32688,-2.38938
0.77768,0.29275,0.18066,2385.10787,1761.51819,1.82042,-7.03439
0.77768,0.32432,0.21094,2929.31606,1875.21248,0.3094,-2.63952
0.71332,0.29548,0.19238,2934.76417,2055.3794,0.28937,-3.16958
0.70166,0.30409,0.15527,2644.40306,1938.23508,0.72089,-6.58739
0.63385,0.28584,0.13281,2495.10107,1936.43204,2.51817,-7.35897
0.48322,0.19617,0.11621,2307.82852,1982.36228,3.51982,-6.59322
0.3082,0.09635,0.10254,2347.41456,2009.31543,4.05955,-3.11699
0.16129,0.07293,0.08984,2258.30838,2081.45286,5.59438,-1.80667
0.49948,0.13568,0.08008,1986.25338,2050.31576,10.16965,-3.12119
0.64255,0.23867,0.0918,2254.91732,2105.85622,6.23816,-5.07225
0.67899,0.32456,0.11523,2515.20386,2085.56156,3.96498,-4.24254
0.69666,0.33264,0.12598,2447.39895,2022.68597,4.46851,-2.14953
0.70206,0.32986,0.14746,2626.42219,2053.0792,2.72404,0.74905
0.70206,0.33556,0.1543,2686.46959,2010.67041,3.65666,-0.58424
0.65802,0.3118,0.13281,2469.6353,1953.18152,4.84545,-4.04826
0.53793,0.26625,0.13574,2619.47816,1955.66466,3.26556,-8.07086
0.50183,0.16208,0.14062,2285.93471,1816.61048,1.93592,-9.51914
0.12384,0.0489,0.08301,2265.60064,2024.252,1.27215,-15.37992
0.07257,0.0217,0.06152,1497.64147,1824.1456,30.35208,-9.97716
0.10541,0.01764,0.10156,1924.06261,1953.22682,7.71191,-6.01399
0.18997,0.03904,0.12695,1996.60609,1796.20736,4.56102,-3.23697
0.18997,0.06215,0.24902,4347.66491,2316.73772,0.13727,-1.66535
0.24054,0.08075,0.38281,4592.08115,1986.93282,0.0196,-2.46208
0.44037,0.15676,0.32715,4297.67178,2060.13536,0.01922,-7.66342
0.54886,0.24444,0.16602,2350.36674,2101.71269,3.38047,-6.58413
0.54886,0.25987,0.0918,2258.25453,1874.31265,3.91011,-6.31214
0.50131,0.23272,0.10547,2110.11256,1783.48926,2.75408,-2.24937
0.50131,0.2128,0.12207,2239.189,1768.11613,3.3627,-3.50491
0.45404,0.14732,0.10742,2254.88183,1746.845,1.66748,-12.58917
0.17679,0.0501,0.08887,2182.45127,2055.54696,2.9409,-10.57888
0.08643,0.02582,0.11816,2427.77823,2598.13815,11.95223,-6.06472
0.16159,0.05174,0.18164,3114.99616,2705.12169,4.14502,0.04566
