0,1,2,3,4,5,6
0.35849,0.15317,0.09473,1898.84083,1997.37723,81.2782,-8.19355
0.35849,0.1669,0.06738,1545.95035,1960.87727,136.7937,-8.60924
0.33179,0.13643,0.0459,1550.09295,1840.16893,151.08296,-10.82149
0.28149,0.11718,0.06348,1565.10939,1851.5273,115.16735,-10.51222
0.28149,0.11919,0.08105,1676.69011,1882.03487,76.3015,-8.77941
0.24472,0.11153,0.08105,1748.41065,1876.62347,57.50653,-8.24717
0.23508,0.10548,0.08301,1715.89088,1857.97993,36.74952,-7.39562
0.23508,0.10376,0.0791,1750.37861,1841.63342,51.25519,-9.26355
0.34506,0.11623,0.06934,1640.27711,1742.55847,84.99397,-9.39486
0.39978,0.14583,0.07227,1531.94713,1606.68317,95.54105,-8.69512
0.39978,0.15115,0.07812,1649.03556,1661.61099,71.27274,-8.55526
0.36847,0.13496,0.0752,1592.55861,1751.84301,79.76023,-6.10523
0.3038,0.1313,0.07129,1505.17101,1703.05513,111.70192,-5.566
0.31323,0.12424,0.06836,1319.37287,1558.72778,241.81499,-6.0925
0.33762,0.11108,0.0791,1465.52791,1464.24519,130.83777,-6.5648
0.33762,0.11328,0.09668,1411.51761,1460.5497,152.88434,-7.97685
0.32928,0.11416,0.07715,1324.61017,1489.22279,138.13112,-9.6186
0.19974,0.09685,0.06445,1243.08468,1536.13869,152.0358,-8.51824
0.19113,0.07159,0.07715,1320.44828,1585.18774,92.25003,-6.04162
0.14902,0.05476,0.07422,1199.53161,1481.98049,123.28252,-6.69327
0.10748,0.04265,0.06836,1153.17274,1538.95568,148.38689,-3.03846
0.08105,0.03626,0.07812,1229.98935,1603.39356,157.43661,-2.17917
0.08105,0.03419,0.07715,1220.50352,1590.19867,181.51862,-4.36509
0.05743,0.02558,0.06934,1153.11109,1445.33514,235.65034,-4.24968
0.04947,0.02845,0.07031,1453.86433,1718.80998,50.30341,-5.65357
0.06015,0.02939,0.07031,1441.62879,1802.38267,43.23718,-2.21197
0.06268,0.0319,0.06055,1271.40483,1729.27805,88.67382,0.5294
0.06268,0.03342,0.04688,1396.99554,1830.91278,91.65391,0.90662
0.06787,0.03665,0.05078,1486.96805,1928.05572,93.48868,-2.62066
0.1199,0.05404,0.05371,1467.89851,1898.9482,95.07923,-6.62327
0.13684,0.07202,0.03906,1294.65305,1506.14568,121.77773,-8.19011
0.13684,0.07767,0.02832,885.6033,1274.16348,1609.23669,-7.93646
0.14157,0.0765,0.02246,953.47174,1356.59521,848.55902,-5.2956
0.14157,0.07161,0.02246,953.29368,1349.51578,1050.51819,-5.17389
0.11023,0.05588,0.02344,941.5366,1339.80684,871.45642,-4.51504
0.10223,0.05748,0.02539,919.69315,1368.84302,695.83582,-3.52993
0.10217,0.05799,0.02441,840.48004,1368.22371,820.4967,-2.00325
0.08932,0.05215,0.02539,960.53768,1506.52759,375.68024,-2.74045
0.47708,0.17194,0.0293,969.09113,1556.4325,425.28247,-5.97035
0.47708,0.20259,0.03809,1737.46993,1989.00589,62.60598,-10.07367
0.47678,0.14897,0.06543,1102.4424,1419.50186,391.06339,-7.51791
0.32425,0.13391,0.0752,1323.891,1422.4832,75.81367,-5.97071
0.33582,0.12072,0.06445,1410.68925,1546.60482,56.7587,-4.29355
0.33582,0.11725,0.0791,1481.5525,1541.26794,54.47897,-4.04625
0.28955,0.1256,0.08105,1493.8376,1569.07416,65.198,-4.53605
0.33243,0.11903,0.06152,1452.42823,1568.39925,69.80811,-6.37734
0.33243,0.11535,0.07227,1451.01426,1650.25668,88.03263,-4.25987
0.25137,0.10193,0.08105,1623.84493,1746.57629,39.56077,-6.59847
0.17935,0.07561,0.08008,1717.99371,1893.51214,36.11139,-5.79585
0.17935,0.05877,0.0791,1623.2747,1898.75156,51.70657,-4.04203
0.12909,0.04637,0.06836,1371.17541,1762.78481,169.71196,-2.34351
0.10312,0.04301,0.06055,1012.85712,1420.88726,585.17596,0.89468
0.1181,0.04758,0.04297,835.98521,1116.19187,4535.7627,0.41161
0.15366,0.06331,0.0293,871.54542,1441.82549,1338.23718,-4.19269
0.19952,0.07782,0.05664,1588.85961,1893.58501,55.67828,1.61743
0.24149,0.08763,0.07617,1934.72241,2052.16431,20.38315,-0.35543
0.24149,0.08684,0.07422,1985.91657,2077.76013,18.96921,-0.13031
0.1705,0.07928,0.09961,2122.14902,2167.16039,16.88425,-1.75913
0.19382,0.07876,0.12207,2299.00018,2175.9603,13.34188,-1.40807
0.19382,0.07636,0.11816,2305.56436,2194.69366,12.98636,-4.08534
0.18054,0.06503,0.09863,2223.02836,2156.2211,19.76497,-6.53295
0.11649,0.06122,0.06836,1612.15901,1849.51192,89.20515,-2.31562
0.12155,0.07711,0.05762,1401.05428,1776.4696,164.91756,-2.60706
0.13577,0.08634,0.06055,1936.06578,1929.63558,45.27933,-3.32819
0.13577,0.08451,0.06934,2014.45193,1983.23089,32.25623,-2.6156
0.11328,0.07469,0.0752,2128.09122,1988.45038,27.45645,-2.95999
0.43579,0.12597,0.06445,2001.14794,1971.32263,41.24184,-3.18951
0.56973,0.19048,0.06836,2235.80319,2217.7748,26.35016,-8.31215
0.56973,0.18614,0.07617,1677.13619,1860.99744,103.62687,-10.40639
0.38974,0.16868,0.07227,1530.5591,1734.87064,134.78638,-7.59574
0.33374,0.16456,0.04883,1576.5388,1836.37437,92.11838,-9.05367
0.33374,0.1352,0.04199,1570.41295,1835.45749,87.29385,-10.72024
0.30978,0.10871,0.0625,1541.49469,1831.37141,87.98633,-8.57607
0.31863,0.0988,0.07422,1701.61514,1822.88922,65.27463,-9.44552
0.31863,0.09081,0.08301,1713.71381,1855.21349,64.03224,-7.32006
0.16776,0.06981,0.06348,1334.7612,1711.44317,167.49278,-7.05891
0.13,0.05993,0.04102,1067.1933,1424.78777,472.16513,-8.92602
0.1116,0.04539,0.04785,1028.08443,1312.10488,900.74847,-3.87057
0.09879,0.04062,0.06055,909.20419,1150.48658,2315.78076,-2.55787
0.14072,0.04745,0.05957,913.3714,1102.57542,4824.90039,-3.25767
0.17792,0.06527,0.05859,1442.19202,1468.32323,120.65469,-5.08759
0.17792,0.07231,0.05859,1475.41088,1882.72812,114.22777,-1.51171
0.13437,0.0636,0.04688,1621.17355,1971.05766,73.55208,-2.24546
0.14236,0.06741,0.04688,1320.34049,1757.74288,122.11354,-1.27905
0.14236,0.06771,0.05469,1252.29304,1683.66579,125.43181,-3.40545
0.12961,0.06135,0.05273,1327.70026,1760.79509,94.96146,-4.39072
0.12784,0.06404,0.04883,1325.18022,1628.6767,79.19615,-3.23751
0.1543,0.07188,0.05273,1311.52911,1637.11465,131.56923,-4.99183
0.1647,0.07816,0.05762,1158.32896,1476.03971,103.50368,-4.75142
0.1647,0.06999,0.05664,1225.40015,1571.81741,132.98006,-2.31775
0.12244,0.06123,0.05566,1229.64541,1685.40607,99.8335,-2.43352
0.12476,0.05862,0.05371,1075.00135,1574.52449,202.10635,-3.8446
0.12476,0.05853,0.04395,984.38996,1369.24605,243.95107,-0.64699
0.10019,0.0525,0.03711,759.70122,1172.83345,892.36951,-4.14483
0.08698,0.03728,0.03516,766.22751,1192.56879,669.23322,-5.09898
0.53314,0.13198,0.02637,895.12613,1375.52101,748.11676,-1.09432
0.53314,0.17587,0.04492,2342.6818,2201.45292,17.33552,-5.19632
0.45709,0.17886,0.07324,1550.31357,1699.68191,120.53204,-4.53886
0.40479,0.17578,0.05078,1108.67386,1325.78619,823.83044,-6.60088
0.39386,0.15019,0.04297,987.03207,1278.06925,1797.53894,-7.99026
0.27811,0.12637,0.04492,987.06181,1213.60008,1289.62402,-6.13001
0.19962,0.09348,0.0293,951.32632,1257.68629,1116.56738,-7.41339
0.13107,0.06268,0.03027,860.07585,1187.11863,919.04858,-6.41386
0.13107,0.05411,0.03125,743.70458,1212.71687,1870.55054,-5.74383
0.09238,0.04608,0.02734,617.36945,1103.35717,5106.26562,-2.9475
0.09677,0.0401,0.02344,656.5847,1159.10238,3217.13647,-1.45538
0.09677,0.02977,0.01953,592.26663,1131.08603,5188.17773,-2.42528
0.04718,0.01815,0.02441,714.91755,1264.14951,3379.40454,-0.17675
0.04718,0.02028,0.0293,869.79825,1401.25062,1311.96094,-0.5619
0.04547,0.01784,0.02441,798.39176,1405.56369,2319.83203,-0.67209
0.03253,0.01283,0.02246,852.9003,1474.66055,1668.9657,-1.18829
0.02649,0.009,0.01855,922.30913,1590.38623,1123.34082,-2.44856
0.1351,0.03187,0.0293,965.79894,1669.16356,871.44855,-0.46913
0.16135,0.05428,0.03809,1412.87042,1585.24024,54.76464,-2.21404
0.16135,0.06057,0.04395,1409.97335,1704.07937,135.62886,-3.74309
0.47653,0.17007,0.06543,841.89632,1134.84185,862.06708,-9.84263
0.53976,0.22922,0.04883,1288.61979,1656.318,493.75418,-11.41626
0.53976,0.18484,0.02246,826.74741,1077.44014,4169.29199,-9.50808
0.34235,0.1294,0.03613,718.09692,924.72149,16309.1875,-8.63508
0.3223,0.14064,0.04688,665.37551,875.2089,23646.36328,-6.40579
0.3223,0.1413,0.03613,590.11182,806.95898,48380.84766,-5.86873
0.32263,0.13101,0.03027,536.34566,760.98319,60062.58594,-5.83946
0.36581,0.15884,0.03125,830.91638,1054.1904,1780.203,-11.67772
0.36581,0.13691,0.02539,690.94339,999.60479,2536.57935,-11.76395
0.56961,0.15457,0.02441,489.90419,807.36077,18995.05469,-7.08847
0.60776,0.31456,0.03418,1804.46259,1997.2755,35.09471,-5.0871
0.60776,0.33839,0.03027,737.06752,1148.26684,3291.43726,-7.37856
0.49872,0.26568,0.01855,618.16975,946.53472,15765.2168,-8.11221
0.48624,0.2283,0.01855,657.85806,979.58,11071.70312,-8.63632
0.36292,0.19701,0.02344,711.18569,1001.24311,10522.5918,-8.28507
0.39993,0.19947,0.02246,656.17361,941.15422,13715.20898,-5.46042
0.39993,0.17609,0.01855,736.8948,1033.21463,6454.84668,-4.4713
0.30112,0.12455,0.01953,720.87898,995.85777,8849.73438,-6.52989
0.28342,0.13525,0.02344,618.85796,930.87788,9786.72266,-6.95989
0.28342,0.13771,0.02344,750.91326,1148.14822,2668.21069,-6.53284
0.2413,0.08392,0.02441,921.80259,1254.47774,1448.16284,-6.44744
0.16397,0.06513,0.02539,1025.52743,1251.12065,562.94196,-6.83982
0.16397,0.07595,0.02344,781.9728,1095.29043,1157.72156,-5.40516
0.15308,0.07438,0.02148,707.76445,1048.71855,2654.26855,-6.02118
0.13864,0.06153,0.02441,728.94932,1066.35638,3444.38159,-6.12912
0.16138,0.07898,0.02734,1144.96574,1233.63268,458.54529,-9.693
0.33887,0.1312,0.02734,580.02844,936.80089,21632.43945,-8.44154
0.40033,0.19977,0.03418,1184.55527,1435.87513,598.53394,-7.82316
0.40033,0.20611,0.03027,940.71965,1250.51838,1752.01685,-7.84684
0.3476,0.16177,0.02148,764.98218,1066.34671,4341.05664,-6.76513
0.29141,0.13753,0.02246,796.17724,1059.12352,3849.28955,-4.94996
0.28299,0.13419,0.02637,721.74491,982.39993,6515.40479,-5.18673
0.28299,0.12272,0.02637,689.25178,942.72632,7663.8418,-6.96518
0.22638,0.09939,0.03027,672.12518,909.14675,8889.7793,-8.00658
0.24707,0.09898,0.03516,711.19303,923.39711,7941.22412,-6.24402
0.30707,0.12861,0.03711,824.96407,999.55489,6265.23438,-9.50784
0.30707,0.13295,0.03027,783.22111,1017.73766,2685.03882,-11.09779
0.23737,0.10929,0.02051,582.80483,926.41287,6621.99414,-7.4293
0.36386,0.14576,0.04688,1458.30088,1936.21526,152.81577,-11.73194
0.36386,0.15952,0.04688,1412.33058,1771.03363,154.31618,-10.43636
0.30151,0.11531,0.0293,666.74759,1047.24685,4858.91113,-9.20096
0.18503,0.09197,0.03516,837.81361,1229.66113,1703.72107,-6.88392
0.20428,0.10504,0.03027,740.44997,1085.22297,3136.99048,-6.41251
0.20428,0.0975,0.02246,650.45714,995.56351,7443.729,-6.36835
0.2038,0.08739,0.02539,677.03258,993.40555,4914.09814,-6.47614
0.31476,0.1099,0.02441,589.90618,964.53808,7770.72705,-4.80749
0.39148,0.1655,0.02832,683.56671,1030.28451,6651.67041,-4.48734
0.39148,0.1783,0.03223,992.22951,1298.54756,694.63049,-7.44413
0.30014,0.13871,0.03223,980.85444,1198.54514,1407.21448,-9.41646
0.25513,0.11886,0.03418,970.07223,1173.00212,1089.63464,-7.25715
0.24667,0.11314,0.03418,986.658,1157.77712,1211.85034,-6.31293
0.25961,0.0954,0.03516,881.66386,1085.18874,2563.25806,-7.09938
0.25961,0.06255,0.02832,988.61891,1138.43503,2082.60132,-9.2482
0.44321,0.09046,0.03223,1161.53106,1245.26539,290.7016,-8.78268
0.44553,0.17877,0.04785,1210.9094,1405.08731,380.49417,-7.49277
0.51242,0.22913,0.03711,993.91781,1351.41834,754.51471,-7.84912
0.51242,0.20134,0.02051,870.34651,1193.67493,1628.67615,-7.13827
0.40289,0.15183,0.02637,797.19386,1092.47464,2220.58521,-5.61391
0.39688,0.1369,0.03418,787.65644,1047.75223,2341.64575,-6.05533
0.34412,0.13471,0.03906,753.57707,992.4001,4033.18286,-6.44455
0.34412,0.12646,0.03613,723.18639,939.24774,6203.45264,-5.763
0.26297,0.1122,0.03027,697.28553,918.40759,6803.66162,-6.81019
0.26297,0.11763,0.0332,813.39383,993.99306,3929.78442,-10.89903
0.2438,0.10781,0.0293,667.78981,906.37605,3804.79346,-13.0969
0.35159,0.13732,0.03809,513.82578,825.33493,27104.89844,-12.18068
0.35159,0.14918,0.05859,1164.85807,1315.65095,238.22266,-10.13004
0.26712,0.1133,0.06445,1609.12379,1790.17319,80.41809,-9.75431
0.21725,0.09971,0.06738,1067.07899,1233.41722,355.3916,-6.79469
0.25595,0.10026,0.05859,1072.49215,1235.55891,494.58792,-6.56258
0.25595,0.1064,0.04883,992.12993,1158.34341,1073.82397,-4.37323
0.24432,0.0836,0.03711,965.59495,1139.0199,1712.86438,-5.64131
0.09674,0.04517,0.03906,935.06352,1138.22587,3559.37939,-9.63349
0.25839,0.07626,0.03613,797.86983,1214.50534,1772.8147,-5.72225
0.30594,0.11804,0.03223,1130.22122,1318.56273,472.40369,-11.2097
0.30594,0.12827,0.03613,803.20605,1169.56833,3994.72852,-10.40729
0.2699,0.10053,0.02637,824.43213,1092.08812,5035.66748,-8.01512
0.15149,0.07017,0.02441,821.08896,1086.67796,7428.87451,-8.11575
0.13394,0.06661,0.02441,881.72011,1076.30973,9163.31738,-9.09905
0.12494,0.06082,0.02051,894.79587,1098.86914,10477.36914,-9.77436
0.1427,0.07082,0.0293,942.37537,1111.31305,6662.81348,-8.15193
0.1427,0.06773,0.03027,981.54432,1205.23048,1347.59619,-11.10269
0.48953,0.15017,0.02051,636.50945,979.5939,8591.14941,-10.69264
0.48953,0.21444,0.03223,1172.38198,1332.5497,482.12686,-9.63782
0.47931,0.1855,0.03418,846.21338,1132.99771,2463.86328,-7.53754
0.33878,0.12321,0.02344,871.91466,1075.19823,2204.57202,-5.8766
0.27328,0.10371,0.03418,914.52731,1057.42937,1600.91699,-6.09081
0.27261,0.1083,0.04883,878.58844,1000.58974,2451.89502,-6.43071
0.23123,0.09788,0.05371,842.76023,983.54617,2997.69141,-5.76622
0.17932,0.0777,0.05371,853.70437,969.83127,3031.05493,-7.1779
0.18881,0.07407,0.06348,838.67397,949.59163,2872.49292,-9.19622
0.18881,0.07359,0.05957,852.45963,940.78232,3411.21069,-7.88805
0.1951,0.06967,0.05078,869.74775,988.00452,3876.19995,-5.43359
0.37482,0.12447,0.05078,841.67412,929.97575,8637.75391,-4.22311
0.37482,0.14602,0.06641,1912.35117,1964.07311,49.58487,-10.08784
0.27658,0.12875,0.07422,1509.06761,1638.27678,161.09959,-6.95739
0.31729,0.12761,0.0625,990.69861,1170.89738,785.94775,-4.25808
0.31729,0.12217,0.04785,987.35712,1207.07014,1278.75024,-3.22823
0.30792,0.14118,0.03418,848.88953,1077.1356,2681.91821,-5.085
0.30792,0.15389,0.02832,739.17106,982.93722,7832.14746,-5.80956
0.27567,0.12977,0.02246,650.25803,925.60875,14160.94727,-5.71797
0.23276,0.10956,0.02734,642.51227,919.59398,9618.16406,-5.29361
0.23276,0.10038,0.02734,662.8126,959.11663,9727.82617,-4.03057
0.19751,0.08003,0.02246,498.64582,831.86259,27653.56055,-2.45194
0.15573,0.06711,0.02051,510.63583,935.06183,20190.85938,-1.1231
0.12665,0.06202,0.02148,536.576,984.37247,25206.72852,-2.58405
0.09796,0.05092,0.02051,556.01444,964.01117,28078.84375,-2.34504
0.07806,0.03794,0.02051,569.25002,1047.84876,21647.46484,-1.87752
0.05402,0.02581,0.02148,612.51007,1160.00093,12923.99707,-3.0211
0.05045,0.01716,0.03809,998.35614,1341.16262,2397.14722,0.2555
0.24005,0.03926,0.07227,1093.23526,1415.44822,541.24115,-1.63697
0.68658,0.28549,0.08594,1387.17361,1469.16392,263.18155,-10.64351
0.68658,0.35043,0.05176,975.19184,1127.68493,1178.41614,-10.41602
0.55841,0.25022,0.0293,843.06726,1060.99167,2616.66602,-11.1014
0.3869,0.18912,0.03711,887.17672,1008.1461,1813.06824,-7.98117
0.37253,0.1849,0.03809,836.98668,922.29681,3828.44604,-7.99785
0.37253,0.17813,0.04004,758.21357,872.65795,5566.2749,-8.52282
0.29672,0.15666,0.04883,757.32123,857.10723,5927.5415,-9.03175
0.27933,0.1351,0.05371,786.80309,874.16668,7160.95898,-8.3843
0.26593,0.11981,0.05078,816.85378,880.6517,4223.51367,-8.97298
0.26593,0.1183,0.05469,804.46551,888.25309,7351.56299,-8.22666
0.57764,0.19435,0.06348,796.7114,921.08234,11679.75977,-7.38284
0.77356,0.28896,0.08496,1639.65964,1750.07801,139.74232,-7.42562
0.77356,0.26102,0.07812,1283.13048,1442.80492,297.48987,-6.06128
0.5047,0.17479,0.06641,1143.13242,1173.62567,338.86649,-9.09593
0.45416,0.17527,0.07715,1091.69654,1122.48885,356.70316,-6.83531
0.45416,0.17576,0.0752,1046.72151,1054.35164,570.92822,-7.62068
0.45874,0.17344,0.0752,1037.20414,1011.96994,619.88104,-9.08196
0.45874,0.16512,0.07422,988.53219,1000.16773,876.69513,-8.57062
0.37781,0.1535,0.07324,1016.15934,999.33365,1062.98645,-9.27539
0.4617,0.15843,0.0752,1127.37568,1104.523,795.76154,-8.3557
0.4617,0.16103,0.07422,1139.519,1123.24458,549.28619,-8.265
0.42184,0.17693,0.07129,1072.79758,1102.1142,793.11273,-10.00427
0.42184,0.1852,0.04688,926.86795,1021.44573,2517.73389,-11.50707
0.41666,0.17511,0.04395,897.02769,971.41089,3563.53223,-12.16386
0.40665,0.18441,0.05566,883.76533,946.38869,8280.12891,-13.03055
0.39676,0.16364,0.04492,830.79344,911.13894,8511.30957,-12.21475
0.34744,0.12322,0.04492,1015.16383,1086.34412,1639.08093,-9.72998
0.54865,0.18723,0.05176,811.08386,937.59264,4982.25537,-10.3508
0.54865,0.2672,0.04102,981.13613,1082.77959,1219.32129,-9.11763
0.53983,0.26462,0.02539,823.07801,1024.28844,2153.32056,-10.90842
0.45621,0.20447,0.02246,779.83305,961.22275,2428.46313,-11.86555
0.42383,0.18636,0.02832,829.15913,921.45767,2715.29175,-13.13363
